   CITY                       ,   LAT,    LON,25-Aug,26-Aug,27-Aug,28-Aug,29-Aug,30-Aug,31-Aug,1-Sep,Totals,Sum,IsSum_Total_Same?
Fort Stockton 11.5 N,31.0582,102.8883,,,,,,0,0,0,0,0,1
FORT WORTH                    ,32.99,-97.32,,,0.05,0.14,,0,,,0.19,0.19,1
FORT WORTH                    ,32.82,-97.36,,,0.17,0.47,,0,,,0.64,0.64,1
FORT WORTH                    ,32.85,-97.48,,,0.2,0.62,0,,,,0.82,0.82,1
Fort Worth 1.8 WSW,32.742499,97.363236,,,,,0,0,0,0,0,0,1
Fort Worth 11.8 NW,32.893,97.45193333,0.37,0.04,0.13,0.35,0,0,0,0,0.89,0.89,1
Fort Worth 12.5 NW,32.874584,97.44327,,,,0.01,0,0,0,0,0.01,0.01,1
Fort Worth 13.4 N,32.920524,97.302238,0.37,0.04,0.11,0.78,0,,,,1.3,1.3,1
Fort Worth 4.0 SW,32.7093200683594,97.3794937133789,0.44,0,,0.37,0,0,0,0,0.81,0.81,1
Fort Worth 5.4 SSW,32.679714,97.362921,1.33,,,,,,,,1.33,1.33,1
Fort Worth 6.3 E,32.7511558532715,97.2273864746094,0,,,,,,,,0,0,1
Fort Worth 6.5 SSW,32.6635093688965,97.3675689697266,,,,,0,,,,0,0,1
Fredericksburg,30.24,-98.91,,,,,,,,,0.73,0,0
FREDERICKSBURG                ,30.24,-98.91,,,,,0.01,,,,0.01,0.01,1
FREDERICKSBURG           3 S,30.22,-98.87,0,0.2,0.81,0.09,0,,,,1.1,1.1,1
FREDERICKSBURG           5 N,30.34,-98.87,0,0.03,0.89,0.6,0.01,,,,1.53,1.53,1
FREDERICKSBURG           9 SW,30.17,-98.95,0.11,0.41,0.71,0.17,0,,,,1.4,1.4,1
FREDERICKSBURG          10 NNE,30.42,-98.85,0,0,0.97,0.43,0,,,,1.4,1.4,1
FREDERICKSBURG          10 SSE,30.14,-98.81,0,0.46,0.95,0.09,0,,,,1.5,1.5,1
FREDERICKSBURG          10 WSW,30.25,-99.03,0.03,0,0.45,0.22,,,,,0.7,0.7,1
FREDERICKSBURG          11 NNE,30.43,-98.81,,,0.5,,,,,,0.5,0.5,1
FREDERICKSBURG          12 NW,30.41,-99.01,0.3,0.06,1.13,0.58,,,,,2.07,2.07,1
Fredericksburg 11.4 NE,30.383283,98.732096,0,0.22,1.23,0.24,0,0,0,0,1.69,1.69,1
Fredericksburg 12.1 NNE,30.4391851,98.8157795,0,0,0.95,0.21,0,0,0,0,1.16,1.16,1
Fredericksburg 12.2 W,30.2617044,99.0766134,0.41,0.01,0.46,0.37,0,0,0,0,1.25,1.25,1
Fredericksburg 12.4 NE,30.2433,98.4437,,0.03,1.13,0.18,,,,,1.34,1.34,1
Fredericksburg 13.1 SW,30.1576416,99.0477845,,0.41,0.51,0.38,,,,,1.3,1.30,1
Fredericksburg 16.1 WSW,30.224289,99.136361,,,0,,0,0.55,0,0,0.55,0.55,1
Fredericksburg 2.0 WNW,30.279855,98.903289,0,0.32,0.61,0.35,0,0,0,0,1.28,1.28,1
Fredericksburg 4 N,30.34,-98.87,,,,,,,,,1.48,0,0
Fredericksburg 7.2 NW,30.356611,98.940789,0.2,0.3,0.95,0.56,0,0,0,0,2.01,2.01,1
Fredericksburg 7.4 ENE,30.2995,98.7521,0,0.11,0.9,0.11,0,,,,1.12,1.12,1
Fredericksburg 8.0 WNW,30.3022,99.0006,0.34,0.11,0.38,0.03,,,,,0.86,0.86,1
Fredericksburg 8.3 SSW,30.156659,98.914976,0,1.1,0,0,0,0,0,0,1.1,1.1,1
Fredericksburg 9 W,30.28,-99.02,,,,,,,,,0.67,0,0
Fredericksburg 9.1 WSW,30.22535,99.01537,0.37,0.07,0.33,0.24,0,0,0,0,1.01,1.01,1
Fredericksburg 9.1 WSW,30.226622,99.016444,0.31,0.05,0.45,0.2,,,,,1.01,1.01,1
Fredonia 3.7 NE,30.9703,99.0689,0.26,,0.43,0.45,,,,,1.14,1.14,1
FREEPORT                 2 NW,28.98,-95.38,,,12.16,4.85,,,,,17.01,17.01,1
FREER                         ,27.88,-98.62,,0.16,0.44,,0,,,,0.6,0.6,1
Freer 29.5 WSW,27.6765,99.0423,0,0,0,0,0,0,0,0,0,0,1
FRELSBURG                4 SW,29.83,-96.58,0.08,7.03,10.31,7.27,0.76,0,,,25.45,25.45,1
Frenchman Canyon,30.93111111,105.1475,,,,,,,0,,0,0,1
FRIDAY                   4 SE,31.1,-95.2,0,,,,,,,,0,0,1
Friendswood,29.5,-95.2,,,,,,,,,56,0,0
FRIENDSWOOD                   ,29.51,-95.22,,,,5.36,,,,,5.36,5.36,1
FRIENDSWOOD              2 SE,29.5,-95.16,,,,5.88,,,,,5.88,5.88,1
Friendswood 1.0 SE,29.50011,95.18734,0.31,3.95,16.59,4.89,13.04,1.34,0,0,40.12,40.12,1
Friendswood 1.4 NNE,29.5288639068604,95.1851501464844,0.07,3.37,11.6,6.57,12.45,,,0,34.06,34.06,1
Friendswood 1.6 NE,29.530768,95.180982,0.04,2.76,9.69,5.58,14.88,1.38,0,0,34.33,34.33,1
Friendswood 1.9 SSW,29.486703,95.207208,0.78,5.33,11,11,11.24,,,,39.35,39.35,1
Friendswood 2 E,29.5,-95.16,,,,,,,,,47.4,0,0
Friendswood 2 ESE,29.49,-95.16,,,,,,,,,44,0,0
Friendswood 2 NNW,29.54,-95.22,,,,,,,,,50.04,0,0
Friendswood 2.5 NNE,29.545275,95.182089,0.01,2.77,19.41,6.23,14.34,1.29,0,0,44.05,44.05,1
FRIENDSWOOD TX/CLEAR CREEK,29.52,-95.18,,,,,,1.12,,,1.12,1.12,1
Frint Road Willow Marsh Bayou,30.00222,-94.15528,0.47,1.93,8.43,7.09,23.81,4.61,0.04,,46.38,46.38,1
FRISCO                        ,33.15,-96.81,,,,0,0,,,,0,0,1
Frisco 1.9 N,33.171944,96.811667,0,0.03,0,0,0,0,0,,0.03,0.03,1
FT MCKAVETT              1 N,30.83,-100.11,,,0.14,0.02,,,,,0.16,0.16,1
Fulshear 2.7 WNW,29.707364,95.939681,,,,,,0,0,0,0,0,1
GAIL                     2 SE,32.76,-101.41,,,0,0,,,,,0,0,1
Galveston,29.2952,-94.8637,,,,,,,,,18.05,0,0
GALVESTON Scholes Field,29.27,-94.86,0.86,2.13,5.96,1.51,7.35,5.06,0,,22.87,22.87,1
Galveston 2.6 WSW,29.21888,94.93371,,3.4,4.25,0.72,7.4,0.33,,,16.1,16.1,1
Galveston 5.6 NE,29.2767,94.817,0.48,,,,,,,,0.48,0.48,1
Galveston 6.4 NE,29.28236,94.804984,0.8,2.78,7.66,2.37,7.91,4.33,,,25.85,25.85,1
Galveston 8.3 NE,29.30144,94.78169,1.14,,7.49,0.79,10.6,3.41,,,23.43,23.43,1
Galveston 8.4 NE,29.301657,94.780869,1.19,2.53,4.99,10,5.7,4.92,0,0,29.33,29.33,1
Ganado 1.5 W,29.04321,96.53674,0,7.45,0.72,0.2,3.14,0,0,0,11.51,11.51,1
Garden Ridge,29.63,-98.31,,,,,,,,,3.75,0,0
Garden Ridge 1.1 NW,29.6450271606445,98.3077926635742,0.02,0.45,2.38,0.42,,,,,3.27,3.27,1
Garden Ridge 1.2 WNW,29.641065,98.311413,0.03,0.57,2.66,0.46,0,,,0,3.72,3.72,1
Garden Ridge 3.4 NW,29.6723,98.3309,0,0.44,2.57,0.47,0,0,0,0,3.48,3.48,1
Garden Ridge 3.7 NW,29.678047,98.32866,0,0.41,3.52,0.65,0,0,0,0,4.58,4.58,1
Garden Ridge 3.9 NW,29.6795330047607,98.3322677612305,0,0.48,2.71,0.51,0,0,0,0,3.7,3.7,1
GARFIELD                      ,30.1,-97.32,0.07,2.47,11.22,2.77,0.02,0,,,16.55,16.55,1
Garland 2.6 S,32.873088,96.623847,0,0.05,0.06,0.28,,,,,0.39,0.39,1
Garland 3.6 NNW,32.955,96.6622,0,0.1,0.05,0.26,0.15,0,0,0,0.56,0.56,1
Garland 4.1 S,32.8525199890137,96.6399078369141,,0.01,0.05,0.08,0.01,,,,0.15,0.15,1
Garners Bayou @ Beltway 8,29.933648,-95.233574,0.64,6.12,15.96,6.12,3.72,0,0,,32.56,32.56,1
Garners Bayou @ Rankin Road,29.965025,-95.271954,0.56,6.92,17.44,6.64,4.24,0,0,,35.8,35.8,1
Gary City 3.8 W,32.023118,94.432634,0,0,0.1,0.45,0.1,0.22,1.42,0,2.29,2.29,1
Gatesville 12.0 SE,31.3371,97.5704,0,0.25,0.71,0.49,0,0,0,0,1.45,1.45,1
Gatesville 9.8 SW,31.3393249511719,97.8507690429688,0,0,0.42,0.29,0,,0,0,0.71,0.71,1
Gause 2.5 W,30.78998333,96.76308333,0,0.83,5.49,3.61,0.17,0,0,0,10.1,10.1,1
Gause 2.8 NNW,30.818171,96.748496,0.05,0.81,6,2.92,0.2,0.01,0,0,9.99,9.99,1
GEORGE WEST              2 SSW,28.3,-98.12,0.12,1.24,0.64,0.04,0,,,,2.04,2.04,1
George West 1.8 SSW,28.307443857193,98.1319568306208,0.12,1.24,0.64,0.04,0,0,0,0,2.04,2.04,1
George West 11.3 S,28.16765,98.09258333,,2.6,0.5,0.03,,,,,3.13,3.13,1
George West 2.7 NNW,28.363792,98.140485,0,1.2,0.15,0.03,0,0,0,0,1.38,1.38,1
George West 2.9 E,28.327166,98.075126,0.16,1.57,0.56,0.05,0,0,0,0,2.34,2.34,1
George West 8.0 NE,28.411202,98.023198,0.15,1.16,1.26,0.06,,0,0,0,2.63,2.63,1
GEORGETOWN                    ,30.67,-97.71,,,,0.38,,0,,,0.38,0.38,1
GEORGETOWN                    ,30.68,-97.68,0,0.26,3.24,1.08,0.01,0,,,4.59,4.59,1
Georgetown 0.3 N,30.651431,97.686562,,0.48,3.04,1.03,0.03,,,,4.58,4.58,1
Georgetown 1.2 W,30.650374,97.706937,0,0.54,2.43,0.91,0.02,0,0,0,3.9,3.9,1
Georgetown 1.3 WNW,30.651553,97.706978,,0.66,3.3,0.99,0.02,,,,4.97,4.97,1
Georgetown 1.4 SE,30.630938,97.671516,0,0.9,3.5,1.33,,0,0,0,5.73,5.73,1
Georgetown 1.5 WNW,30.6574783325195,97.7093048095703,,0.58,3.31,1.01,,,,,4.9,4.90,1
Georgetown 1.6 W,30.6466331481934,97.7133483886719,,0.77,2.86,0.87,0.02,,,,4.52,4.52,1
Georgetown 1.8 WSW,30.636042,97.713908,,0.78,3.4,1.2,,,,,5.38,5.38,1
Georgetown 10.2 W,30.63479,97.857386,0.62,0.28,3.01,1.14,,,,0,5.05,5.05,1
Georgetown 2 SSW,30.6,-97.69,,,,,,,,,5.09,0,0
Georgetown 2.8 NNW,30.681339263916,97.7117462158203,0,0.33,2.83,0.91,0.01,0,0,0,4.08,4.08,1
Georgetown 3.0 ESE,30.634132,97.638732,0,0.66,4.19,1.74,0.02,0,0,0,6.61,6.61,1
Georgetown 3.5 N,30.69854,97.69215,0,0.33,3.17,1,0,0,0,0,4.5,4.5,1
Georgetown 4 SSW,30.58,-97.7,,,,,,,,,4.74,0,0
Georgetown 4.3 W,30.641794,97.758409,0.05,0.46,3.04,0.86,0,0,0,,4.41,4.41,1
Georgetown 4.5 NNW,30.7116565704346,97.7025146484375,,0.8,2.8,0.86,,,,,4.46,4.46,1
Georgetown 4.5 SSE,30.5907,97.6509,0.05,0.6,4.45,1.82,0.04,0,0,0,6.96,6.96,1
Georgetown 4.6 NNW,30.70724,97.722609,0,0.4,2.84,0.88,0.01,0,0,0,4.13,4.13,1
Georgetown 4.7 NNE,30.713129,97.668105,0,,,,0.01,0,0,0,0.01,0.01,1
Georgetown 4.9 NW,30.706116,97.73386,0,0.4,3.02,0.62,0.01,0,0,0,4.05,4.05,1
Georgetown 5.0 NNW,30.708026,97.732582,0,0.5,3.16,1.19,0.1,0,0,,4.95,4.95,1
Georgetown 5.3 NNW,30.715344,97.728512,0,0.11,2.67,0.91,0,0,0,0,3.69,3.69,1
Georgetown 5.5 NNW,30.724344,97.709996,0,0.34,2.4,0.82,0.02,,,0,3.58,3.58,1
Georgetown 5.5 NNW,30.725272,97.709388,,,,,,,0,,0,0,1
Georgetown 5.9 NNW,30.71945,97.73905,0,0.18,2.48,0.84,0,0,0,0,3.5,3.5,1
Georgetown 6.6 NW,30.723719,97.75248,0,0.47,2.14,0.8,0,0,0,0,3.41,3.41,1
Georgetown 6.7 NW,30.723088,97.75712,0,0.09,2.56,0.78,0,0,0,,3.43,3.43,1
Georgetown 6.8 NW,30.723947,97.758873,0,0.35,2.43,0.91,0,0,0,0,3.69,3.69,1
Georgetown 7.3 NW,30.719922,97.77504,0,0.65,2.55,0.89,0,0,0,0,4.09,4.09,1
Georgetown 7.4 WSW,30.62157,97.80627,0.03,0.48,3.14,1.04,0.02,,0,0,4.71,4.71,1
Georgetown 8.0 WNW,30.7093,97.7994,0.01,0.58,2.51,0.83,0.02,,,,3.95,3.95,1
Georgetown 8.9 E,30.653002,97.536597,0,0.36,5.03,1.75,0.02,,,,7.16,7.16,1
Georgetown Dam 1 WNW,30.68,-97.7,,,,,,,,,5.07,0,0
Georgetown Dam 4 NW,30.72,-97.73,,,,,,,,,3.23,0,0
Gholson 2.9 SW,31.684929,97.274639,0.14,,,,,,,,0.14,0.14,1
GIDDINGS,30.17,-96.98,,,,,,,,,15.76,0,0
GIDDINGS                 3 WSW,30.17,-96.98,0,4.11,8.3,7.41,0.02,0,,,19.84,19.84,1
Giddings 7.3 NW,30.255996,97.017603,0,3.61,6.4,3.78,0.02,0,0,0,13.81,13.81,1
Gillett 1.6 WNW,29.1363667,97.8102833,0.11,2.32,3.34,1.53,0,0,0,,7.3,7.3,1
GIWW @ Chevron Duck Camp,29.68528,-94.18417,2.76,2.83,4.49,4.76,19.25,0.28,0,,34.37,34.37,1
GIWW @ Salt Bayou Outfall,29.79278,-94.00944,1.02,2.41,5.19,5.75,18.74,0.59,0.04,,33.74,33.74,1
GIWW @ State Highway 87 ( bridge ),29.82417,-93.96528,0.75,1.77,4.22,5.07,16.66,3.58,0,,32.05,32.05,1
GIWW at State Hwy 124 at Bridge,29.59556,-94.3889,3.19,4.68,5.36,9.96,14.64,1.34,0,,39.17,39.17,1
Gladys Avenue @ Hillbrandt Bayou (D-100),30.09361,-94.16444,0.4,1.81,9.68,6.34,18.35,4.92,0,,41.5,41.5,1
GLEN COVE                2 WNW,31.88,-99.63,0.47,0.27,0.1,,,,,,0.84,0.84,1
GLEN FLORA                    ,29.34,-96.2,0.22,6.92,3.94,1.91,5.15,0.01,0,,18.15,18.15,1
Glen Rose 5.1 SSW,32.166223,97.781225,0.39,0.09,0.24,0.49,0,0,0,0,1.21,1.21,1
Glenbrook Drive @ Green Acres @ Ditch 407,29.93556,-94.23111,0.39,2.8,7.52,11.22,23.97,3.35,0,,49.25,49.25,1
Glenn Heights 1.4 NE,32.566194,96.837615,0,0.16,0.1,0.75,0.01,0,0,0,1.02,1.02,1
Godley 2.6 NW,32.472473,97.561028,0.21,,0.08,0.65,0.01,,,,0.95,0.95,1
GOLD                          ,30.35,-98.69,,0.11,1.18,,,,,,1.29,1.29,1
GOLDTHWAITE              1 WSW,31.45,-98.58,0,0.01,0.13,0.23,0,,,,0.37,0.37,1
Goliad 0.1 S,28.66765,97.3918,,,,,,,,0,0,0,1
Goliad 0.4 NW,28.672833,97.396643,0.26,,1.58,,,,,0,1.84,1.84,1
Goliad 10 S,28.52,-97.39,,,,,,,,,22.68,0,0
Goliad 11.5 N,28.834927,97.407655,0.95,6.07,2.11,1.24,0.07,0,0,0,10.44,10.44,1
Goliad 14.3 NNE,28.864142,97.33107,0.83,6.13,2.7,1.34,0.12,0.01,0,0,11.13,11.13,1
Goliad 14.5 WNW,28.742355,97.615537,0.48,,,0.98,0,0,,0,1.46,1.46,1
Goliad 2.4 SE,28.649551,97.358453,0.17,7.49,1.21,0.78,0.09,0,0,0,9.74,9.74,1
Goliad 4.1 NW,28.710324,97.439919,,,,,0,0,0,0,0,0,1
Goliad 6.5 WNW,28.702768,97.491219,0.08,6.7,0.75,1.89,0,0,,0,9.42,9.42,1
Goliad 8.7 NNW,28.78611111,97.4475,0.21,6.53,1.41,1.21,0.12,0,0,0,9.48,9.48,1
GONZALES                10 SW,29.44,-97.52,0.26,2.29,4.5,3.27,0,0,,,10.32,10.32,1
Gonzales 0.6 S,29.5005957,97.447923,0.47,2.78,7.45,4.54,0,0,,0,15.24,15.24,1
Gonzales 13.2 E,29.533631131053,97.2294491529465,0.23,3.88,8.74,6.44,0.1,0.03,0,0,19.42,19.42,1
Gonzales 3.2 ENE,29.518853,97.396208,,,10.25,6.15,,,,,16.4,16.40,1
Gonzales 3.8 SW,29.471758,97.4948,0.15,2.43,8.2,2.7,,,,,13.48,13.48,1
Gonzales 4.4 NNW,29.5645398,97.4814345,0,3.47,9.12,4.94,0.07,0,0,0,17.6,17.6,1
Gonzales 4.5 SSE,29.446073,97.425052,0.42,3.56,9.22,5.77,0.05,0,0,0,19.02,19.02,1
Gonzales 9 SW,29.6,-97.55,,,,,,,,,21.37,0,0
Gonzales/Guadelupe River,29.48,-97.45,,,,,,,,,14.96,0,0
Gonzales/Roger M Dreyer Airport,29.53,-97.46,,,,,,,,,13.44,0,0
GOODRICH                 5 NW,30.63,-95.01,0,,,10.75,2.84,1.3,0.71,,15.6,15.6,1
Goose Creek @ Baker Road,29.770944,-94.999611,0.96,4,23.64,8.96,6.28,0.04,0,,43.88,43.88,1
Goose Creek @ SH 146,29.713447,-94.990514,1.32,3.8,20.04,9.12,4.76,0.04,0,,39.08,39.08,1
Gordonville 3.3 NNW,33.83638,96.881713,0.12,0,0,0,0,0,,0,0.12,0.12,1
Gordonville 3.6 NNE,33.845863,96.830433,,0.32,0,0,0,0,0,0,0.32,0.32,1
Graford 8.1 ENE,32.988267,98.121544,0.3,0.34,0.03,0,0,0,0,0,0.67,0.67,1
GRAHAM                   5 SW,33.08,-101.52,,,0,0,,,,,0,0,1
Graham 0.9 W,33.0985504388809,98.5927529633045,0,0.03,0,0,0,0,0,0,0.03,0.03,1
Graham 3.9 NW,33.133436,98.629593,,0.29,,,,,,,0.29,0.29,1
GRANBURY                 5 N,32.52,-97.81,,,0.04,0.11,0.02,0,,,0.17,0.17,1
Granbury 3.9 SSW,32.388975,97.814609,0.64,0.04,0.24,0.15,0,0,0,0,1.07,1.07,1
Granbury 4.9 E,32.4369393289089,97.7042739093304,1.25,,0.23,0.32,,,,,1.8,1.80,1
GRAND PRAIRIE            7 S,32.64,-97,,,,,,0,,,0,0,1
GRANGER                  8 E,30.73,-97.33,0.07,0.71,3.28,1.97,0.01,,,,6.04,6.04,1
Granger 6.8 WSW,30.6914,97.55097,0.03,0.65,4.04,1.58,0.03,,,,6.33,6.33,1
Granger Dam,30.7,-97.34,,,,,,,,,2.77,0,0
Granite Shoals 0.9 S,30.5766,98.381033,0,0.32,0.46,0.28,0,0,0,0,1.06,1.06,1
Granite Shoals 1.1 SE,30.579114,98.369919,0,0.03,0.45,0.24,,,,,0.72,0.72,1
Granite Shoals 4 NE,30.64,-98.33,,,,,,,,,0.77,0,0
GRAPEVINE                     ,32.97,-97.06,,,0.12,0.98,0.02,0,,,1.12,1.12,1
Grapevine 3.6 SW,32.889249,97.110567,0,,,0.68,0,0,0,0,0.68,0.68,1
Grays Prairie 4.6 S,32.406552,96.33468,0,0,0,0.03,0,0,0,0,0.03,0.03,1
Greens Bayou @ Bammel N Houston Road,29.948488,-95.498006,0.4,6.6,16.2,5.24,1.84,0,0,,30.28,30.28,1
Greens Bayou @ Beltway 8,29.938692,-95.34932,0.44,8.76,15.48,6.16,3.64,0,0,,34.48,34.48,1
Greens Bayou @ Cutten Road,29.94888888,-95.51944444444,0.36,6.84,16.2,4.72,1.6,0,0,,29.72,29.72,1
Greens Bayou @ Knobcrest Drive,29.956166,-95.416142,0.4,7.76,16.08,4.84,2.16,0,0,,31.24,31.24,1
Greens Bayou @ Ley Road,29.837012,-95.233773,0.68,9.36,18.36,6.72,3.72,0,0,,38.84,38.84,1
Greens Bayou @ Mount Houston Parkway,29.891907,-95.237623,0.6,7.2,14.36,6.16,3.6,0,0,,31.92,31.92,1
Greens Bayou @ Normandy Street,29.776023,-95.206451,0.88,10.24,17.24,8.44,4.48,0,0,,41.28,41.28,1
Greens Bayou @ US 59,29.91791,-95.306565,0.68,10.12,17.6,6.2,3,0,0,,37.6,37.6,1
GREENVILLE                    ,33.13,-96.08,,,0,0,0,0.12,0,,0.12,0.12,1
GREENVILLE               7 NW,33.17,-96.08,,,0,0,0.06,0.07,0,,0.13,0.13,1
GREENVILLE               8 SSW,33.04,-96.16,,,0.01,0,0,0.05,0,,0.06,0.06,1
Groves 1.3 N,29.96,-93.92,1.04,3.8,12.53,8.43,25.53,9.19,0.02,,60.54,60.54,1
Groves 2.5 SE,29.91,-93.89,0.87,1.78,6.04,5.11,13.28,6.32,0.02,,33.42,33.42,1
Guadelupe River St,,,,,,,,,,,2.02,0,0
Gum Gully @ Diamond Head Boulevard,29.910874,-95.09085,0.84,5.04,21.12,6.24,5.04,0,0,,38.28,38.28,1
Gun Barrel City 1.9 NW,32.347965,96.159103,0,0.03,0.06,0,0,0,0,0,0.09,0.09,1
GUNTER                   5 S,33.37,-96.77,,,,,0,,,,0,0,1
Gustine 9.8 E,31.827375,98.237081,,,1.65,0.6,0,,0,0,2.25,2.25,1
GUTHRIE                       ,33.62,-100.32,,,0,0,,,,,0,0,1
GUTHRIE                 10 WSW,33.57,-100.48,,,,0,,,,,0,0,1
GUTHRIE                 12 W,33.6,-100.53,,,0,0,,,,,0,0,1
Hackberry Gully at State Hwy 565,29.80299,-94.8433,0.95,5.15,20.4,8.07,7.28,0.12,0,,41.97,41.97,1
HALLETSVILLE             2 N,29.47,-96.94,,,,1.22,,,,,1.22,1.22,1
Hallettsville,29.44,-96.94,,,,,,,,,19.31,0,0
Hallettsville 1.6 SSE,29.42235,96.9357,0.39,3.75,7.3,4.5,1.3,0,0,0,17.24,17.24,1
Hallettsville 17.1 SE,29.255,96.76005,0,3.84,5.25,2.94,0.74,0.02,0,0,12.79,12.79,1
Hallettsville 2.0 ESE,29.4313002,96.91191666,,6.58,7.24,3.67,,,,,17.49,17.49,1
Hallettsville 4.9 E,29.44125,96.8606,0.11,8.2,20.6,4.3,5.4,0,0,,38.61,38.61,1
Hallettsville 6.8 WNW,29.474278,97.050619,0.75,3.48,9.34,4.69,0.62,,,,18.88,18.88,1
Hallettsville 7 N,29.54,-96.94,,,,,,,,,18.69,0,0
Hallettsville 8.0 N,29.559671,96.927533,0.43,3.96,9,5.73,0.15,0,0,0,19.27,19.27,1
Halls Bayou @ Airline Drive,29.892682,-95.396717,0.6,7.44,17.24,6.6,2.72,0,0,,34.6,34.6,1
Halls Bayou @ Jensen Drive,29.861698,-95.334883,0.6,8.16,16.64,6.6,2.76,0,0,,34.76,34.76,1
Halls Bayou @ Tidwell Road,29.849306,-95.282843,0.6,10.24,17.8,6.64,3.4,0,0,,38.68,38.68,1
HALLSVILLE                    ,32.51,-94.59,,,0.09,0.81,,0.05,0.02,,0.97,0.97,1
Hallsville 5.5 N,32.580479,94.580091,0,0.32,0.02,0.26,0,0.05,0.54,0,1.19,1.19,1
Hamlin 7.3 WSW,32.845047,100.247028,0,,,,,,,,0,0,1
Hamshire 11 SE,29.74,-94.18,,,,,,,,,40.59,0,0
Hamshire 2 W,29.86,-94.34,,,,,,,,,43.94,0,0
Hamshire 5 SSW,29.79,-94.34,,,,,,,,,45.79,0,0
Harker Heights 1.7 NW,31.07601,97.67733,0,0,1.83,0.32,0,0,0,0,2.15,2.15,1
Harker Heights 2.4 S,31.027297,97.650762,0,0.02,1.36,0.66,0,0,0,0,2.04,2.04,1
HARLINGEN                     ,26.23,-97.65,0.33,0.03,0,0,,,,,0.36,0.36,1
Harlingen 0.4 N,26.2010173797607,97.6856231689453,0.35,0.1,0,0,0,0,0,0,0.45,0.45,1
HARLINGEN 2 E,26.2,-97.67,0.32,0.05,0,0,0,,,,0.37,0.37,1
Harlingen 2 N,26.22,-97.69,,0.04,,,,,,,0.04,0.04,1
Harlingen 2 NE,26.41,-97.43,,0.35,,,,,,,0.35,0.35,1
Harlingen 20 SE,25.98,97.46,,0.38,,,,,,,0.38,0.38,1
Harlingen 3 WSW,26.17,-97.73,,0.29,,,,,,,0.29,0.29,1
Harlingen 4.4 W/Comes 3 SW,26.201033,97.756545,0.13,0.16,0,0,0,0,0,0,0.29,0.29,1
Harlingen 4.7 WSW,26.181045,97.764346,0.11,0.11,,,0,,0,,0.22,0.22,1
Harlingen 6.2 WSW,26.163527,97.780598,0.06,0.02,0,0,0,0,0,0,0.08,0.08,1
Harper,30.3,-99.24,,,,,,,,,1.07,0,0
HARPER                        ,30.3,-99.26,0.33,0.13,0.74,0.2,,,,,1.4,1.4,1
HARPER                   6 NW,30.36,-99.33,0,0,0.44,0.63,,,,,1.07,1.07,1
HARPER                   8 NE,30.38,-99.15,0.84,0.03,0.43,0.2,,,,,1.5,1.5,1
HARPER                   8 SSE,30.19,-99.18,0.3,0,0.31,0.29,,,,,0.9,0.9,1
HARPER                  13 NW,30.43,-99.4,0.01,0.14,0.27,0.42,,,,,0.84,0.84,1
Harper 1.0 NW,30.310006,99.256235,0.54,0.17,0.38,0.23,0,0,0,0,1.32,1.32,1
Harper 1.1 ENE,30.30222,99.226384,,0.13,0.52,0.13,,,,,0.78,0.78,1
Harper 1.4 S,30.2798,99.2417,0.95,,0.77,0.23,,,,,1.95,1.95,1
Harper 10.1 SSE,30.178063,99.153334,1.18,0.09,0.32,0,,,,,1.59,1.59,1
Harper 3 SSW,30.27,-99.25,,,,,,,,,0.8,0,0
Harper 3.7 SW,30.268176,99.29255,0,1.35,0.53,0.05,0,0,0,0,1.93,1.93,1
Harper 4.3 SW,30.257501,99.296324,,0.22,0.27,0.23,,,,,0.72,0.72,1
Harper 5 WSW,30.32,-99.31,,,,,,,,,0.65,0,0
Harper 5.4 N,30.37833333,99.24972222,,,0.55,0.53,,,,,1.08,1.08,1
Harper 9 N,30.45,-99.24,,,,,,,,,1.17,0,0
Harris County Flood Control @ Brookhollow,29.806225,-95.452383,0.72,6.6,16.52,6.16,1.88,0,0,,31.88,31.88,1
Harris Gully @ South McGregor Way,29.707682,-95.392158,1.04,6.16,15.32,8.48,2.88,0,0,,33.88,33.88,1
Harwood 4.7 NNE,29.7318,97.4853,0.02,1.82,5.87,5.15,0.05,,,,12.91,12.91,1
Harwood 5.0 N,29.737888,97.499107,0,,,,,0,0,0,0,0,1
Haskell 0.5 NW,33.1642115,99.738849,0,0.45,0,0,0,0,0,0,0.45,0.45,1
Haslet 2.2 S,32.9259643554688,97.3398818969727,0.36,0.04,0.12,0.39,0,0,0,0,0.91,0.91,1
Hays,30.12,-97.87,,,,,,,,,8.83,0,0
Hays 1 W,30.12,-97.89,,,,,,,,,5.73,0,0
Hays 2 WNW,30.13,-97.89,,,,,,,,,9.21,0,0
Hays 4.4 NW,30.1733,97.9167,,,3.4,1.36,0.02,,,,4.78,4.78,1
Hays 5.0 NW,30.164,97.94,,0.78,5.65,1.33,0.02,,0,0,7.78,7.78,1
Hays 6.0 WNW,30.166707,97.957619,0,1.38,5.28,1.34,0.02,0,0,0,8.02,8.02,1
Hebbronville 13.6 E,27.340319,98.464982,0,0,0,0,0,0,0,0,0,0,1
Hebert Heirs Marsh Ditch 551-G,29.851389,-94.073889,0.59,2.64,5.74,6.82,20.07,1.5,0.04,,37.4,37.4,1
Hedwig Village 1.1 NNW,29.7945919036865,95.5261077880859,0,1.4,11.12,10.49,6.7,0.55,0,0,30.26,30.26,1
